m	n	S12
15	62	0.011338
16	62	0.001993
17	62	0.008666
18	62	0.012421
19	62	0.006517
20	62	0.004331
21	62	0.011673
22	62	0.009878
23	62	0.000436
24	62	0.009265
25	62	0.011695
26	62	0.005008
27	62	0.005556
28	62	0.011764
29	62	0.008786
30	62	0.001057
31	62	0.010094
32	62	0.011265
33	62	0.003621
34	62	0.006907
35	62	0.012096
36	62	0.007839
37	62	0.002617
38	62	0.011134
39	62	0.011003
40	62	0.002212
41	62	0.008455
42	62	0.012638
43	62	0.006929
44	62	0.004358
45	62	0.012439
46	62	0.010871
47	62	0.000667
48	62	0.010324
49	62	0.013434
50	62	0.005983
51	62	0.006442
52	62	0.014152
53	62	0.010877
54	62	0.001169
55	62	0.012743
56	62	0.014626
57	62	0.004918
58	62	0.009155
59	62	0.016574
60	62	0.011094
61	62	0.003572
62	62	0.016193
63	62	0.016543
64	62	0.003592
65	62	0.013122
66	62	0.020416
67	62	0.011725
68	62	0.007182
69	62	0.021871
70	62	0.020067
71	62	0.001663
72	62	0.020063
73	62	0.027750
74	62	0.013425
75	62	0.014015
76	62	0.033820
77	62	0.028395
78	62	0.002138
79	62	0.037126
80	62	0.048081
81	62	0.019602
82	62	0.035644
83	62	0.079374
84	62	0.068029
85	62	0.021180
86	62	0.177750
87	62	0.392358
88	62	0.835566
89	62	0.207842
90	62	0.177692
91	62	0.074182
92	62	0.021742
93	62	0.066636
94	62	0.054473
95	62	0.010192
96	62	0.030545
97	62	0.043402
98	62	0.026190
99	62	0.017089
0	63	0.017125
1	63	0.032345
2	63	0.008568
3	63	0.010459
4	63	0.018338
5	63	0.012081
6	63	0.002247
7	63	0.013590
8	63	0.013959
9	63	0.003841
10	63	0.008601
11	63	0.013911
12	63	0.008413
13	63	0.003289
14	63	0.012072
15	63	0.011332
16	63	0.001908
17	63	0.008756
18	63	0.012437
19	63	0.006445
20	63	0.004429
21	63	0.011712
22	63	0.009822
23	63	0.000333
24	63	0.009328
25	63	0.011659
26	63	0.004901
27	63	0.005644
28	63	0.011755
29	63	0.008682
30	63	0.001170
31	63	0.010117
32	63	0.011171
33	63	0.003485
34	63	0.006969
35	63	0.012025
36	63	0.007685
37	63	0.002725
38	63	0.011098
39	63	0.010841
40	63	0.002054
41	63	0.008471
42	63	0.012483
43	63	0.006722
44	63	0.004442
45	63	0.012315
46	63	0.010622
47	63	0.000498
48	63	0.010258
49	63	0.013163
50	63	0.005718
51	63	0.006469
52	63	0.013887
53	63	0.010514
54	63	0.001328
55	63	0.012531
56	63	0.014176
57	63	0.004589
58	63	0.009057
59	63	0.016070
60	63	0.010562
61	63	0.003670
62	63	0.015697
63	63	0.015787
64	63	0.003196
65	63	0.012740
66	63	0.019443
67	63	0.010907
68	63	0.007081
69	63	0.020733
70	63	0.018675
71	63	0.001217
72	63	0.018905
73	63	0.025602
74	63	0.011981
75	63	0.013172
76	63	0.030687
77	63	0.025108
78	63	0.002426
79	63	0.032720
80	63	0.041017
81	63	0.015758
82	63	0.029716
83	63	0.062242
84	63	0.049533
85	63	0.015684
86	63	0.103308
87	63	0.151523
88	63	0.067849
89	63	0.783410
90	63	0.541068
91	63	0.134046
92	63	0.035278
93	63	0.093016
94	63	0.070475
95	63	0.011811
96	63	0.037542
97	63	0.051185
98	63	0.029824
99	63	0.019493
0	64	0.017368
1	64	0.032742
2	64	0.008620
3	64	0.010630
4	64	0.018546
5	64	0.012157
6	64	0.002343
7	64	0.013760
8	64	0.014058
9	64	0.003795
10	64	0.008743
11	64	0.014024
12	64	0.008406
13	64	0.003403
14	64	0.012194
15	64	0.011359
16	64	0.001821
17	64	0.008879
18	64	0.012492
19	64	0.006386
20	64	0.004549
21	64	0.011789
22	64	0.009791
23	64	0.000221
24	64	0.009425
25	64	0.011657
26	64	0.004801
27	64	0.005757
28	64	0.011782
29	64	0.008597
30	64	0.001296
31	64	0.010176
32	64	0.011108
33	64	0.003349
34	64	0.007061
35	64	0.011989
36	64	0.007546
37	64	0.002852
38	64	0.011100
39	64	0.010708
40	64	0.001892
41	64	0.008521
42	64	0.012367
43	64	0.006527
44	64	0.004551
45	64	0.012233
46	64	0.010403
47	64	0.000319
48	64	0.010234
49	64	0.012935
50	64	0.005464
51	64	0.006528
52	64	0.013676
53	64	0.010184
54	64	0.001502
55	64	0.012375
56	64	0.013783
57	64	0.004272
58	64	0.009008
59	64	0.015644
60	64	0.010076
61	64	0.003795
62	64	0.015293
63	64	0.015122
64	64	0.002814
65	64	0.012448
66	64	0.018610
67	64	0.010172
68	64	0.007040
69	64	0.019789
70	64	0.017477
71	64	0.000792
72	64	0.017980
73	64	0.023821
74	64	0.010750
75	64	0.012547
76	64	0.028203
77	64	0.022486
78	64	0.002721
79	64	0.029452
80	64	0.035831
81	64	0.012963
82	64	0.025819
83	64	0.051445
84	64	0.038764
85	64	0.013062
86	64	0.073638
87	64	0.093924
88	64	0.030438
89	64	0.141986
90	64	0.529596
91	64	0.789582
92	64	0.079266
93	64	0.152199
94	64	0.100119
95	64	0.014311
96	64	0.048360
97	64	0.062398
98	64	0.034737
99	64	0.022690
0	65	0.017699
1	65	0.033296
2	65	0.008706
3	65	0.010858
4	65	0.018841
5	65	0.012283
6	65	0.002459
7	65	0.013997
8	65	0.014216
9	65	0.003756
10	65	0.008932
11	65	0.014199
12	65	0.008428
13	65	0.003544
14	65	0.012372
15	65	0.011428
16	65	0.001730
17	65	0.009048
18	65	0.012597
19	65	0.006343
20	65	0.004699
21	65	0.011919
22	65	0.009793
23	65	0.000098
24	65	0.009568
25	65	0.011698
26	65	0.004707
27	65	0.005905
28	65	0.011858
29	65	0.008537
30	65	0.001442
31	65	0.010282
32	65	0.011083
33	65	0.003213
34	65	0.007193
35	65	0.012002
36	65	0.007425
37	65	0.003005
38	65	0.011152
39	65	0.010608
40	65	0.001721
41	65	0.008616
42	65	0.012297
43	65	0.006344
44	65	0.004694
45	65	0.012205
46	65	0.010216
47	65	0.000126
48	65	0.010262
49	65	0.012756
50	65	0.005217
51	65	0.006631
52	65	0.013527
53	65	0.009887
54	65	0.001699
55	65	0.012285
56	65	0.013448
57	65	0.003958
58	65	0.009018
59	65	0.015298
60	65	0.009631
61	65	0.003958
62	65	0.014983
63	65	0.014540
64	65	0.002435
65	65	0.012249
66	65	0.017908
67	65	0.009503
68	65	0.007067
69	65	0.019019
70	65	0.016439
71	65	0.000369
72	65	0.017260
73	65	0.022337
74	65	0.009672
75	65	0.012110
76	65	0.026218
77	65	0.020340
78	65	0.003044
79	65	0.026983
80	65	0.031875
81	65	0.010797
82	65	0.023137
83	65	0.044062
84	65	0.031677
85	65	0.011651
86	65	0.057803
87	65	0.068048
88	65	0.018391
89	65	0.080337
90	65	0.179273
91	65	0.193562
92	65	0.834928
93	65	0.404511
94	65	0.174305
95	65	0.018895
96	65	0.067231
97	65	0.080007
98	65	0.041799
99	65	0.027157
0	66	0.018158
1	66	0.034082
2	66	0.008844
3	66	0.011169
4	66	0.019264
5	66	0.012483
6	66	0.002604
7	66	0.014333
8	66	0.014460
9	66	0.003726
10	66	0.009190
11	66	0.014464
12	66	0.008489
13	66	0.003722
14	66	0.012633
15	66	0.011559
16	66	0.001632
17	66	0.009285
18	66	0.012775
19	66	0.006321
20	66	0.004895
21	66	0.012124
22	66	0.009840
23	66	0.000056
24	66	0.009780
25	66	0.011802
26	66	0.004620
27	66	0.006105
28	66	0.012005
29	66	0.008509
30	66	0.001617
31	66	0.010457
32	66	0.011111
33	66	0.003072
34	66	0.007382
35	66	0.012080
36	66	0.007325
37	66	0.003197
38	66	0.011273
39	66	0.010554
40	66	0.001536
41	66	0.008774
42	66	0.012291
43	66	0.006173
44	66	0.004885
45	66	0.012249
46	66	0.010067
47	66	0.000094
48	66	0.010362
49	66	0.012640
50	66	0.004973
51	66	0.006794
52	66	0.013456
53	66	0.009624
54	66	0.001935
55	66	0.012279
56	66	0.013180
57	66	0.003640
58	66	0.009105
59	66	0.015045
60	66	0.009222
61	66	0.004174
62	66	0.014782
63	66	0.014041
64	66	0.002044
65	66	0.012159
66	66	0.017337
67	66	0.008884
68	66	0.007178
69	66	0.018423
70	66	0.015538
71	66	0.000076
72	66	0.016738
73	66	0.021107
74	66	0.008700
75	66	0.011854
76	66	0.024642
77	66	0.018546
78	66	0.003423
79	66	0.025121
80	66	0.028777
81	66	0.009016
82	66	0.021280
83	66	0.038753
84	66	0.026615
85	66	0.010915
86	66	0.048085
87	66	0.053333
88	66	0.012220
89	66	0.057397
90	66	0.108543
91	66	0.083718
92	66	0.076768
93	66	0.653413
94	66	0.708099
95	66	0.031317
96	66	0.108200
97	66	0.111816
98	66	0.052941
99	66	0.033867
0	67	0.018827
1	67	0.035243
2	67	0.009064
3	67	0.011616
4	67	0.019895
5	67	0.012799
6	67	0.002797
7	67	0.014827
8	67	0.014845
9	67	0.003712
10	67	0.009559
11	67	0.014874
12	67	0.008615
13	67	0.003962
14	67	0.013028
15	67	0.011788
16	67	0.001522
17	67	0.009631
18	67	0.013072
19	67	0.006334
20	67	0.005165
21	67	0.012450
22	67	0.009959
23	67	0.000227
24	67	0.010100
25	67	0.012004
26	67	0.004545
27	67	0.006389
28	67	0.012262
29	67	0.008532
30	67	0.001842
31	67	0.010740
32	67	0.011221
33	67	0.002923
34	67	0.007664
35	67	0.012260
36	67	0.007258
37	67	0.003454
38	67	0.011504
39	67	0.010567
40	67	0.001323
41	67	0.009034
42	67	0.012379
43	67	0.006017
44	67	0.005155
45	67	0.012403
46	67	0.009973
47	67	0.000358
48	67	0.010572
49	67	0.012612
50	67	0.004726
51	67	0.007051
52	67	0.013498
53	67	0.009405
54	67	0.002234
55	67	0.012395
56	67	0.012997
57	67	0.003301
58	67	0.009305
59	67	0.014914
60	67	0.008847
61	67	0.004476
62	67	0.014726
63	67	0.013634
64	67	0.001616
65	67	0.012217
66	67	0.016914
67	67	0.008298
68	67	0.007411
69	67	0.018024
70	67	0.014761
71	67	0.000579
72	67	0.016441
73	67	0.020116
74	67	0.007788
75	67	0.011808
76	67	0.023438
77	67	0.017018
78	67	0.003908
79	67	0.023782
80	67	0.026320
81	67	0.007453
82	67	0.020069
83	67	0.034842
84	67	0.022765
85	67	0.010675
86	67	0.041692
87	67	0.043833
88	67	0.008222
89	67	0.045775
90	67	0.078287
91	67	0.051910
92	67	0.044080
93	67	0.184840
94	67	0.330562
95	67	0.848880
96	67	0.261928
97	67	0.187195
98	67	0.073538
99	67	0.045130
0	68	0.019887
1	68	0.037106
2	68	0.009438
3	68	0.012315
4	68	0.020914
5	68	0.013336
6	68	0.003080
7	68	0.015621
8	68	0.015491
9	68	0.003726
10	68	0.010139
11	68	0.015556
12	68	0.008859
13	68	0.004319
14	68	0.013675
15	68	0.012202
16	68	0.001389
17	68	0.010182
18	68	0.013588
19	68	0.006410
20	68	0.005573
21	68	0.013001
22	68	0.010212
23	68	0.000463
24	68	0.010623
25	68	0.012389
26	68	0.004489
27	68	0.006830
28	68	0.012726
29	68	0.008648
30	68	0.002158
31	68	0.011226
32	68	0.011483
33	68	0.002755
34	68	0.008118
35	68	0.012629
36	68	0.007246
37	68	0.003831
38	68	0.011935
39	68	0.010703
40	68	0.001057
41	68	0.009480
42	68	0.012639
43	68	0.005880
44	68	0.005572
45	68	0.012756
46	68	0.009972
47	68	0.000710
48	68	0.010981
49	68	0.012739
50	68	0.004465
51	68	0.007482
52	68	0.013737
53	68	0.009249
54	68	0.002655
55	68	0.012726
56	68	0.012953
57	68	0.002913
58	68	0.009709
59	68	0.014981
60	68	0.008507
61	68	0.004938
62	68	0.014905
63	68	0.013353
64	68	0.001099
65	68	0.012516
66	68	0.016704
67	68	0.007722
68	68	0.007855
69	68	0.017905
70	68	0.014116
71	68	0.001217
72	68	0.016462
73	68	0.019392
74	68	0.006873
75	68	0.012069
76	68	0.022648
77	68	0.015696
78	68	0.004603
79	68	0.022995
80	68	0.024393
81	68	0.005944
82	68	0.019503
83	68	0.032009
84	68	0.019655
85	68	0.010955
86	68	0.037465
87	68	0.037203
88	68	0.005074
89	68	0.039266
90	68	0.061690
91	68	0.036291
92	68	0.033621
93	68	0.109842
94	68	0.130748
95	68	0.013758
96	68	0.755648
97	68	0.600274
98	68	0.126954
99	68	0.068164
0	69	0.021909
1	69	0.040693
2	69	0.010190
3	69	0.013636
4	69	0.022887
5	69	0.014412
6	69	0.003583
7	69	0.017147
8	69	0.016779
9	69	0.003810
10	69	0.011235
11	69	0.016903
12	69	0.009398
13	69	0.004962
14	69	0.014937
15	69	0.013068
16	69	0.001200
17	69	0.011234
18	69	0.014644
19	69	0.006640
20	69	0.006321
21	69	0.014107
22	69	0.010792
23	69	0.000850
24	69	0.011645
25	69	0.013222
26	69	0.004480
27	69	0.007655
28	69	0.013694
29	69	0.008989
30	69	0.002702
31	69	0.012206
32	69	0.012113
33	69	0.002539
34	69	0.008994
35	69	0.013457
36	69	0.007367
37	69	0.004504
38	69	0.012854
39	69	0.011130
40	69	0.000656
41	69	0.010379
42	69	0.013311
43	69	0.005788
44	69	0.006348
45	69	0.013586
46	69	0.010187
47	69	0.001280
48	69	0.011871
49	69	0.013228
50	69	0.004159
51	69	0.008332
52	69	0.014439
53	69	0.009232
54	69	0.003377
55	69	0.013562
56	69	0.013217
57	69	0.002387
58	69	0.010594
59	69	0.015495
60	69	0.008221
61	69	0.005792
62	69	0.015618
63	69	0.013325
64	69	0.000342
65	69	0.013370
66	69	0.016927
67	69	0.007108
68	69	0.008798
69	69	0.018363
70	69	0.013666
71	69	0.002216
72	69	0.017142
73	69	0.019112
74	69	0.005818
75	69	0.012984
76	69	0.022540
77	69	0.014541
78	69	0.005831
79	69	0.023092
80	69	0.023042
81	69	0.004197
82	69	0.019943
83	69	0.030304
84	69	0.016917
85	69	0.012158
86	69	0.035190
87	69	0.032373
88	69	0.001831
89	69	0.036207
90	69	0.051654
91	69	0.026196
92	69	0.030258
93	69	0.080487
94	69	0.079092
95	69	0.002548
96	69	0.167381
97	69	0.465430
98	69	0.839892
99	69	0.143371
